Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2018,March,Swan Hill,2 Community,26 Justice,261 Police Station,49
2018,March,Swan Hill,2 Community,26 Justice,262 Court,68
2018,March,Swan Hill,2 Community,26 Justice,265 Other Justice Facility,2
2018,March,Swan Hill,2 Community,26 Justice,269 Other Justice (nec),5
2018,March,Swan Hill,2 Community,27 Open Space,271 Parkland/Reserve,16
2018,March,Swan Hill,2 Community,27 Open Space,272 Rural,4
2018,March,Swan Hill,2 Community,27 Open Space,275 Other Open Space,7
2018,March,Swan Hill,2 Community,28 Street/footpath,281 Street/Lane/Footpath,316
2018,March,Swan Hill,2 Community,29 Other community location,291 Cemetery,1
2018,March,Swan Hill,2 Community,29 Other community location,292 Civic Centre,1
2018,March,Swan Hill,2 Community,29 Other community location,294 Car Wash,1
2018,March,Swan Hill,3 Other,31 Admin/professional,311 Business Office,5
2018,March,Swan Hill,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2018,March,Swan Hill,3 Other,32 Financial,321 Bank,5
2018,March,Swan Hill,3 Other,32 Financial,323 ATM/Eftpos,1
2018,March,Swan Hill,3 Other,33 Retail,3311 Restaurant/Fastfood,7
2018,March,Swan Hill,3 Other,33 Retail,3312 Other Retail,52
2018,March,Swan Hill,3 Other,33 Retail,332 Service Station,11
2018,March,Swan Hill,3 Other,33 Retail,335 Supermarket,62
2018,March,Swan Hill,3 Other,33 Retail,336 Department Store,14
2018,March,Swan Hill,3 Other,33 Retail,337 Shopping Complex,24
2018,March,Swan Hill,3 Other,33 Retail,338 Car Sales Yard,2
2018,March,Swan Hill,3 Other,33 Retail,339 Milkbar,3
2018,March,Swan Hill,3 Other,34 Wholesale,341 Any Wholesale,1
2018,March,Swan Hill,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2018,March,Swan Hill,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,March,Swan Hill,3 Other,37 Agricultural,371 Farmland/Agricultural,19
2018,March,Swan Hill,3 Other,37 Agricultural,372 Orchard,1
2018,March,Swan Hill,3 Other,37 Agricultural,373 Other Agricultural,3
2018,March,Swan Hill,3 Other,38 Recreational,381 Licensed Premises,28
2018,March,Swan Hill,3 Other,38 Recreational,383 Cinema,1
2018,March,Swan Hill,3 Other,38 Recreational,384 Sport Area/Facility,9
2018,March,Swan Hill,3 Other,38 Recreational,385 Gaming Venue,1
2018,March,Swan Hill,3 Other,38 Recreational,386 Other Rec./Sports,6
2018,March,Swan Hill,3 Other,39 Other location,392 Other Location (Not Elsewhere),12
2018,March,Swan Hill,3 Other,39 Other location,393 Construction Site,1
2018,March,Towong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2018,March,Towong,1 Residential,11 Dwelling - private,112 House,42
2018,March,Towong,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2018,March,Towong,1 Residential,11 Dwelling - private,117 Farm House,8
2018,March,Towong,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2018,March,Towong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2018,March,Towong,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2018,March,Towong,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2018,March,Towong,1 Residential,13 Grounds/surrounding land,132 Backyard,2
2018,March,Towong,1 Residential,13 Grounds/surrounding land,133 Frontyard,7
2018,March,Towong,1 Residential,13 Grounds/surrounding land,134 Garage,2
2018,March,Towong,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2018,March,Towong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,6
2018,March,Towong,2 Community,21 Education,211 School,3
2018,March,Towong,2 Community,21 Education,212 School Grounds,3
2018,March,Towong,2 Community,21 Education,213 Other Educational,3
2018,March,Towong,2 Community,22 Health,221 Hospital,2
2018,March,Towong,2 Community,23 Religious,232 Other religious,1
2018,March,Towong,2 Community,25 Other Transport,251 Private Car,1
2018,March,Towong,2 Community,25 Other Transport,255 Carpark (Single Level),1
2018,March,Towong,2 Community,26 Justice,261 Police Station,1
2018,March,Towong,2 Community,27 Open Space,271 Parkland/Reserve,11
2018,March,Towong,2 Community,27 Open Space,272 Rural,6
2018,March,Towong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,14
2018,March,Towong,3 Other,31 Admin/professional,311 Business Office,2
2018,March,Towong,3 Other,32 Financial,321 Bank,1
2018,March,Towong,3 Other,33 Retail,331 Chemist/Pharmacy,1
2018,March,Towong,3 Other,33 Retail,3312 Other Retail,2
2018,March,Towong,3 Other,33 Retail,335 Supermarket,1
2018,March,Towong,3 Other,33 Retail,339 Milkbar,1
2018,March,Towong,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2018,March,Towong,3 Other,37 Agricultural,373 Other Agricultural,2
2018,March,Towong,3 Other,38 Recreational,381 Licensed Premises,12
2018,March,Towong,3 Other,38 Recreational,384 Sport Area/Facility,2
2018,March,Towong,3 Other,38 Recreational,386 Other Rec./Sports,1
2018,March,Towong,3 Other,39 Other location,392 Other Location (Not Elsewhere),1
2018,March,Wangaratta,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,77
2018,March,Wangaratta,1 Residential,11 Dwelling - private,112 House,391
2018,March,Wangaratta,1 Residential,11 Dwelling - private,113 Bungalow,4
2018,March,Wangaratta,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2018,March,Wangaratta,1 Residential,11 Dwelling - private,116 Ministry Of Housing,8
2018,March,Wangaratta,1 Residential,11 Dwelling - private,117 Farm House,16
2018,March,Wangaratta,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2018,March,Wangaratta,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2018,March,Wangaratta,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,10
2018,March,Wangaratta,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,132 Backyard,22
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,133 Frontyard,67
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,134 Garage,8
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,135 Shed,18
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,4
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),13
2018,March,Wangaratta,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,81
2018,March,Wangaratta,2 Community,21 Education,211 School,37
2018,March,Wangaratta,2 Community,21 Education,212 School Grounds,16
2018,March,Wangaratta,2 Community,21 Education,213 Other Educational,3
2018,March,Wangaratta,2 Community,22 Health,221 Hospital,11
2018,March,Wangaratta,2 Community,22 Health,222 Medical Centre,1
2018,March,Wangaratta,2 Community,22 Health,224 Other Health,1
2018,March,Wangaratta,2 Community,23 Religious,231 Church,6
2018,March,Wangaratta,2 Community,24 Public Transport,241 Train,1
2018,March,Wangaratta,2 Community,24 Public Transport,242 Train Station,6
2018,March,Wangaratta,2 Community,24 Public Transport,243 Railway Carpark,1
2018,March,Wangaratta,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2018,March,Wangaratta,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,March,Wangaratta,2 Community,25 Other Transport,251 Private Car,6
2018,March,Wangaratta,2 Community,25 Other Transport,252 Airfield,1
2018,March,Wangaratta,2 Community,25 Other Transport,255 Carpark (Single Level),49
2018,March,Wangaratta,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2018,March,Wangaratta,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2018,March,Wangaratta,2 Community,26 Justice,261 Police Station,25
2018,March,Wangaratta,2 Community,26 Justice,262 Court,37
2018,March,Wangaratta,2 Community,26 Justice,264 Youth Training Centre,1
2018,March,Wangaratta,2 Community,26 Justice,265 Other Justice Facility,2
2018,March,Wangaratta,2 Community,27 Open Space,271 Parkland/Reserve,41
2018,March,Wangaratta,2 Community,27 Open Space,272 Rural,11
2018,March,Wangaratta,2 Community,27 Open Space,273 Vacant Block,1
2018,March,Wangaratta,2 Community,27 Open Space,274 Beach Foreshore,2
2018,March,Wangaratta,2 Community,27 Open Space,275 Other Open Space,12
2018,March,Wangaratta,2 Community,28 Street/footpath,281 Street/Lane/Footpath,417
2018,March,Wangaratta,2 Community,29 Other community location,291 Cemetery,1
2018,March,Wangaratta,2 Community,29 Other community location,292 Civic Centre,1
2018,March,Wangaratta,2 Community,29 Other community location,293 Gallery,1
2018,March,Wangaratta,3 Other,31 Admin/professional,311 Business Office,11
2018,March,Wangaratta,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2018,March,Wangaratta,3 Other,32 Financial,321 Bank,5
2018,March,Wangaratta,3 Other,32 Financial,323 ATM/Eftpos,1
2018,March,Wangaratta,3 Other,33 Retail,331 Chemist/Pharmacy,5
2018,March,Wangaratta,3 Other,33 Retail,3310 24Hr Convenience,12
2018,March,Wangaratta,3 Other,33 Retail,3311 Restaurant/Fastfood,27
2018,March,Wangaratta,3 Other,33 Retail,3312 Other Retail,37
2018,March,Wangaratta,3 Other,33 Retail,332 Service Station,34
2018,March,Wangaratta,3 Other,33 Retail,333 Jeweller,1
2018,March,Wangaratta,3 Other,33 Retail,334 2nd Hand Dealer,2
2018,March,Wangaratta,3 Other,33 Retail,335 Supermarket,33
2018,March,Wangaratta,3 Other,33 Retail,336 Department Store,21
2018,March,Wangaratta,3 Other,33 Retail,337 Shopping Complex,8
2018,March,Wangaratta,3 Other,33 Retail,338 Car Sales Yard,1
2018,March,Wangaratta,3 Other,33 Retail,339 Milkbar,5
2018,March,Wangaratta,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2018,March,Wangaratta,3 Other,36 Manufacturing,361 Factory,4
2018,March,Wangaratta,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,March,Wangaratta,3 Other,37 Agricultural,371 Farmland/Agricultural,16
2018,March,Wangaratta,3 Other,37 Agricultural,373 Other Agricultural,3
2018,March,Wangaratta,3 Other,38 Recreational,381 Licensed Premises,35
2018,March,Wangaratta,3 Other,38 Recreational,384 Sport Area/Facility,12
2018,March,Wangaratta,3 Other,38 Recreational,385 Gaming Venue,2
2018,March,Wangaratta,3 Other,38 Recreational,386 Other Rec./Sports,7
2018,March,Wangaratta,3 Other,39 Other location,392 Other Location (Not Elsewhere),11
2018,March,Wangaratta,3 Other,39 Other location,393 Construction Site,1
2018,March,Wangaratta,3 Other,39 Other location,394 Veterinary Clinic,1
2018,March,Warrnambool,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,126
2018,March,Warrnambool,1 Residential,11 Dwelling - private,112 House,673
2018,March,Warrnambool,1 Residential,11 Dwelling - private,113 Bungalow,2
2018,March,Warrnambool,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2018,March,Warrnambool,1 Residential,11 Dwelling - private,116 Ministry Of Housing,25
2018,March,Warrnambool,1 Residential,11 Dwelling - private,117 Farm House,1
2018,March,Warrnambool,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2018,March,Warrnambool,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2018,March,Warrnambool,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2018,March,Warrnambool,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,10
2018,March,Warrnambool,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,132 Backyard,19
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,133 Frontyard,80
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,134 Garage,23
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,135 Shed,7
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,7
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,81
2018,March,Warrnambool,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,4
2018,March,Warrnambool,2 Community,21 Education,211 School,37
2018,March,Warrnambool,2 Community,21 Education,212 School Grounds,7
2018,March,Warrnambool,2 Community,21 Education,213 Other Educational,6
2018,March,Warrnambool,2 Community,22 Health,221 Hospital,13
2018,March,Warrnambool,2 Community,22 Health,222 Medical Centre,6
2018,March,Warrnambool,2 Community,22 Health,223 Dental,3
2018,March,Warrnambool,2 Community,22 Health,224 Other Health,14
2018,March,Warrnambool,2 Community,23 Religious,231 Church,14
2018,March,Warrnambool,2 Community,23 Religious,232 Other religious,2
2018,March,Warrnambool,2 Community,24 Public Transport,242 Train Station,9
2018,March,Warrnambool,2 Community,24 Public Transport,243 Railway Carpark,2
2018,March,Warrnambool,2 Community,24 Public Transport,245 Bus/Bus Stop,4
2018,March,Warrnambool,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2018,March,Warrnambool,2 Community,24 Public Transport,249 Taxi,2
2018,March,Warrnambool,2 Community,25 Other Transport,251 Private Car,5
2018,March,Warrnambool,2 Community,25 Other Transport,255 Carpark (Single Level),51
2018,March,Warrnambool,2 Community,25 Other Transport,257 Other Transport Type/Area,6
2018,March,Warrnambool,2 Community,26 Justice,261 Police Station,54
2018,March,Warrnambool,2 Community,26 Justice,262 Court,100
2018,March,Warrnambool,2 Community,26 Justice,265 Other Justice Facility,1
2018,March,Warrnambool,2 Community,27 Open Space,271 Parkland/Reserve,23
2018,March,Warrnambool,2 Community,27 Open Space,272 Rural,1
2018,March,Warrnambool,2 Community,27 Open Space,273 Vacant Block,1
2018,March,Warrnambool,2 Community,27 Open Space,274 Beach Foreshore,2
2018,March,Warrnambool,2 Community,27 Open Space,275 Other Open Space,6
2018,March,Warrnambool,2 Community,27 Open Space,276 Beach Car Park,1
2018,March,Warrnambool,2 Community,28 Street/footpath,281 Street/Lane/Footpath,562
2018,March,Warrnambool,2 Community,29 Other community location,291 Cemetery,1
2018,March,Warrnambool,2 Community,29 Other community location,292 Civic Centre,3
2018,March,Warrnambool,3 Other,31 Admin/professional,311 Business Office,39
2018,March,Warrnambool,3 Other,31 Admin/professional,312 Other Admin/Professional,13
2018,March,Warrnambool,3 Other,32 Financial,321 Bank,7
2018,March,Warrnambool,3 Other,32 Financial,322 Credit Society,1
2018,March,Warrnambool,3 Other,32 Financial,323 ATM/Eftpos,1
2018,March,Warrnambool,3 Other,33 Retail,331 Chemist/Pharmacy,6
2018,March,Warrnambool,3 Other,33 Retail,3310 24Hr Convenience,3
2018,March,Warrnambool,3 Other,33 Retail,3311 Restaurant/Fastfood,49
2018,March,Warrnambool,3 Other,33 Retail,3312 Other Retail,89
2018,March,Warrnambool,3 Other,33 Retail,332 Service Station,69
2018,March,Warrnambool,3 Other,33 Retail,334 2nd Hand Dealer,8
2018,March,Warrnambool,3 Other,33 Retail,335 Supermarket,67
2018,March,Warrnambool,3 Other,33 Retail,336 Department Store,27
2018,March,Warrnambool,3 Other,33 Retail,337 Shopping Complex,35
2018,March,Warrnambool,3 Other,33 Retail,338 Car Sales Yard,9
2018,March,Warrnambool,3 Other,33 Retail,339 Milkbar,1
2018,March,Warrnambool,3 Other,34 Wholesale,341 Any Wholesale,3
2018,March,Warrnambool,3 Other,35 Warehousing/storage,351 Warehousing/Storage,12
2018,March,Warrnambool,3 Other,36 Manufacturing,361 Factory,8
2018,March,Warrnambool,3 Other,36 Manufacturing,362 Any Manufacturing,4
2018,March,Warrnambool,3 Other,37 Agricultural,371 Farmland/Agricultural,1
2018,March,Warrnambool,3 Other,38 Recreational,381 Licensed Premises,46
2018,March,Warrnambool,3 Other,38 Recreational,382 Tab,1
2018,March,Warrnambool,3 Other,38 Recreational,383 Cinema,6
2018,March,Warrnambool,3 Other,38 Recreational,384 Sport Area/Facility,16
2018,March,Warrnambool,3 Other,38 Recreational,385 Gaming Venue,12
2018,March,Warrnambool,3 Other,38 Recreational,386 Other Rec./Sports,22
2018,March,Warrnambool,3 Other,39 Other location,392 Other Location (Not Elsewhere),37
2018,March,Warrnambool,3 Other,39 Other location,393 Construction Site,1
2018,March,Wellington,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,64
2018,March,Wellington,1 Residential,11 Dwelling - private,112 House,824
2018,March,Wellington,1 Residential,11 Dwelling - private,113 Bungalow,3
2018,March,Wellington,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2018,March,Wellington,1 Residential,11 Dwelling - private,116 Ministry Of Housing,16
2018,March,Wellington,1 Residential,11 Dwelling - private,117 Farm House,19
2018,March,Wellington,1 Residential,12 Dwelling  - non-private,122 Holiday Home,32
2018,March,Wellington,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
